,Unnamed: 0,text,star,original,cluster,action_cluster
1473,1473,"['nice', 'product']",5,Nice product. 👌👌,1,1
1482,1482,"['nice', 'product']",5,Nice product,1,1
1483,1483,['nice'],5,Very very nice,1,1
1485,1485,"['vey', 'nice']",5,Vey nice,1,3
1487,1487,"['nice', 'one']",5,Nice one,1,1
1523,1523,['nice'],1,Very very nice,1,1
1564,1564,"['product', 'nice', 'installation', 'service', 'bad', 'slow']",2,product is nice but installation service are very bad and slow,1,2
1583,1583,"['nice', 'product', 'time', 'delivery']",3,"Nice product, but not on time delivery",1,1
1589,1589,"['good', 'nice', 'performance']",3,Good !nice performance,1,1
1623,1623,['nice'],1,Very very nice,1,1
1664,1664,"['product', 'nice', 'installation', 'service', 'bad', 'slow']",2,product is nice but installation service are very bad and slow,1,2
1683,1683,"['nice', 'product', 'time', 'delivery']",3,"Nice product, but not on time delivery",1,1
1689,1689,"['good', 'nice', 'performance']",3,Good !nice performance,1,1
1722,1722,"['nice', 'product', 'high', 'price']",1,Nice product but high price,1,1
1754,1754,['nice'],3,This is very nice 👍,1,1
1758,1758,['nice'],3,Very Nice 👍👍,1,1
1776,1776,"['nice', 'sonded']",3,It was nice but sonded,1,1
1783,1783,['nice'],3,Nice,1,1
1790,1790,"['nice', 'product']",3,Nice product 👌,1,1
1807,1807,"['nice', 'product']",3,Nice product 👍👍😊😊,1,1
1812,1812,"['nice', 'product', 'lg']",3,Nice product from LG,1,1
1816,1816,"['nice', 'product']",4,Very nice product,1,1
1820,1820,['nice'],4,Nice,1,1
1824,1824,"['nice', 'product', 'family', 'member']",4,Very nice product for 2- 3 family's members,1,1
1832,1832,"['nice', 'product', 'reasonable', 'price']",4,Nice product at reasonable price,1,1
1833,1833,['nice'],4,Nice,1,1
1837,1837,['nice'],4,Nice,1,1
1839,1839,['nice'],4,Very nice,1,1
1844,1844,"['nice', 'product']",4,Nice product,1,1
1845,1845,"['nice', 'product']",4,Nice product,1,1
1846,1846,"['good', 'performance', 'best', 'product', 'nice', 'feature']",4,"Good performance, best product, nice features.",1,1
1856,1856,"['really', 'nice', 'product']",4,Really nice product,1,2
1863,1863,['nice'],5,Nice 👍,1,1
1864,1864,['nice'],5,Nice,1,1
1865,1865,"['nice', 'product']",5,Nice product 👌,1,1
1867,1867,"['nice', 'product']",5,Nice. Products.,1,1
1878,1878,"['nice', 'product']",5,very nice product,1,1
1883,1883,['nice'],5,Nice 👍,1,1
1923,1923,['nice'],1,Very very nice,1,1
1964,1964,"['product', 'nice', 'installation', 'service', 'bad', 'slow']",2,product is nice but installation service are very bad and slow,1,2
1983,1983,"['nice', 'product', 'time', 'delivery']",3,"Nice product, but not on time delivery",1,1
1989,1989,"['good', 'nice', 'performance']",3,Good !nice performance,1,1
2012,2012,"['nice', 'product']",3,nice product,1,1
2014,2014,"['nice', 'pic']",3,Nice pic,1,2
2017,2017,['nice'],3,Very nice 👍,1,1
2018,2018,"['nice', 'rate', 'high']",3,Nice but rate is high,1,3
2026,2026,"['nice', 'product']",4,Very nice product,1,1
2032,2032,"['nice', 'product']",4,Nice product,1,1
2040,2040,"['nice', 'product']",4,Nice product,1,1
2043,2043,['nice'],4,Nice,1,1
2048,2048,['nice'],4,"Nice,",1,1
2049,2049,"['nice', 'overall']",4,its nice overall,1,1
2058,2058,['nice'],4,Nice,1,1
2061,2061,"['nice', 'product', 'flipkart', 'really', 'good']",4,"Nice product
Flipkart really good 😊",1,2
2065,2065,"['nice', 'go']",4,Nice... Go for it 👍👍😊,1,1
2076,2076,['nice'],4,Nice,1,1
2090,2090,"['nice', 'look']",4,Nice looking,1,3
2116,2116,"['nice', 'product']",3,Nice product,1,1
2124,2124,"['nice', 'product', 'deliver', 'time', 'installation']",4,Nice product delivered on time but installation not in this,1,1
2125,2125,"['nice', 'product']",4,Nice product,1,1
2130,2130,"['nice', 'refrigerator']",4,Nice refrigerator,1,1
2131,2131,"['nice', 'refrigerator', 'best', 'price']",4,Nice refrigerator and best price 👍,1,1
2143,2143,"['verry', 'nice', 'product']",4,Verry nice product ..,1,2
2144,2144,['nice'],4,Nice,1,1
2146,2146,['nice'],4,Very nice......,1,1
2150,2150,"['nice', 'product', 'service']",4,Nice products and services,1,2
2153,2153,['nice'],4,Nice,1,1
2154,2154,"['nice', 'product']",4,Nice product,1,1
2162,2162,['nice'],4,Very nice,1,1
2174,2174,"['nice', 'produce']",4,Nice produced,1,3
2176,2176,['nice'],4,Nice,1,1
2225,2225,['nice'],3,Nice,1,1
2234,2234,['nice'],3,very nice,1,1
2253,2253,"['nice', 'product']",4,Very nice products,1,1
2259,2259,"['nice', 'product']",4,nice product,1,1
2261,2261,"['nice', 'pro']",4,Nice pro,1,3
2266,2266,"['nice', 'product']",4,Nice product,1,1
2267,2267,['nice'],4,Nice,1,1
2268,2268,"['nice', 'product', 'thanks', 'flipkart', 'nice', 'product', 'thanks']",4,Nice product Thanks Flipkart nice 👍your product thanks,1,1
2271,2271,['nice'],4,Nice it is.,1,1
2272,2272,"['nice', 'product']",4,Nice product,1,1
2273,2273,['nice'],4,Nice,1,1
2277,2277,"['nice', 'product', 'nice', 'happy', 'item', 'purcheshing', 'lg', 'fridge']",4,Nice 👍 product very nice I'm happy to the item purcheshing LG FRIDGE,1,3
2283,2283,['nice'],4,Nice,1,1
2288,2288,"['nice', 'product']",4,Very nice product.,1,1
2322,2322,"['nice', 'product', 'high', 'price']",1,Nice product but high price,1,1
2354,2354,['nice'],3,This is very nice 👍,1,1
2358,2358,['nice'],3,Very Nice 👍👍,1,1
2376,2376,"['nice', 'sonded']",3,It was nice but sonded,1,1
2383,2383,['nice'],3,Nice,1,1
2390,2390,"['nice', 'product']",3,Nice product 👌,1,1
2468,2468,['nice'],3,Nice,1,1
2472,2472,['nice'],3,Nice,1,1
2478,2478,['nice'],3,Very nice,1,1
2486,2486,['nice'],3,Nice,1,1
2507,2507,"['nice', 'product', 'wonderful']",4,Nice product wonderful,1,1
2524,2524,"['nice', 'excellent']",4,Nice excellent,1,1
2527,2527,['nice'],4,Very Nice,1,1
2529,2529,"['nice', 'product']",4,Nice product,1,1
2531,2531,"['nice', 'product', 'use', 'month', 'write', 'review']",4,Nice product after using 1month write this review,1,2
2533,2533,['nice'],4,Nice,1,1
2543,2543,['nice'],4,Very Nice 👌👌👌,1,1
2545,2545,"['nice', 'low', 'price']",4,Very nice with low price,1,1
2546,2546,"['nice', 'tv', 'value', 'money']",4,Very nice tv and value for money,1,1
2552,2552,"['nice', 'connectivity', 'issue']",4,Nice but connectivity issues,1,3
2633,2633,['nice'],3,Nice,1,1
2637,2637,['nice'],3,Nice,1,1
2643,2643,['nice'],3,Very nice,1,1
2651,2651,['nice'],3,Nice,1,1
2672,2672,"['nice', 'product', 'wonderful']",4,Nice product wonderful,1,1
2689,2689,"['nice', 'excellent']",4,Nice excellent,1,1
2692,2692,['nice'],4,Very Nice,1,1
2694,2694,"['nice', 'product']",4,Nice product,1,1
2696,2696,"['nice', 'product', 'use', 'month', 'write', 'review']",4,Nice product after using 1month write this review,1,2
2698,2698,['nice'],4,Nice,1,1
2708,2708,['nice'],4,Very Nice 👌👌👌,1,1
2710,2710,"['nice', 'low', 'price']",4,Very nice with low price,1,1
2711,2711,"['nice', 'tv', 'value', 'money']",4,Very nice tv and value for money,1,1
2717,2717,"['nice', 'connectivity', 'issue']",4,Nice but connectivity issues,1,3
2870,2870,['nice'],3,Nice,1,1
2871,2871,"['nice', 'product']",3,Nice to product,1,1
2877,2877,"['nice', 'tv']",3,Nice tv,1,1
2885,2885,['nice'],3,Nice,1,1
2891,2891,"['nice', 'product']",4,Nice product,1,1
2902,2902,"['nice', 'tv']",4,Nice tv,1,1
2916,2916,"['nice', 'product']",4,Nice product,1,1
2917,2917,['nice'],4,Nice,1,1
2934,2934,"['nice', 'tv']",4,Nice tv.,1,1
3296,3296,"['nice', 'product']",1,Nice product,1,1
3310,3310,"['nice', 'product', 'everything', 'good']",3,"Very nice product, everything is good",1,1
3321,3321,"['product', 'nice']",4,Product is very nice.,1,1
3326,3326,"['nice', 'product', 'picture', 'quality']",4,"Nice product , pictures quality 👍",1,3
3349,3349,"['nice', 'product']",4,Nice product,1,1
3363,3363,['nice'],5,Nice 👍,1,1
3370,3370,"['nice', 'pic']",5,Nice pic,1,2
3372,3372,"['nice', 'picture', 'quality', 'sound', 'experience', 'good']",5,"Very nice picture quality and sound
Experience is good",1,3
3376,3376,"['nice', 'product']",5,Nice product,1,1
3380,3380,['nice'],5,Nice,1,1
3396,3396,"['nice', 'product']",1,Nice product,1,1
3410,3410,"['nice', 'product', 'everything', 'good']",3,"Very nice product, everything is good",1,1
3421,3421,"['product', 'nice']",4,Product is very nice.,1,1
3426,3426,"['nice', 'product', 'picture', 'quality']",4,"Nice product , pictures quality 👍",1,3
3449,3449,"['nice', 'product']",4,Nice product,1,1
3463,3463,['nice'],5,Nice 👍,1,1
3470,3470,"['nice', 'pic']",5,Nice pic,1,2
3472,3472,"['nice', 'picture', 'quality', 'sound', 'experience', 'good']",5,"Very nice picture quality and sound
Experience is good",1,3
3476,3476,"['nice', 'product']",5,Nice product,1,1
3480,3480,['nice'],5,Nice,1,1
3535,3535,['nice'],3,Nice,1,1
3537,3537,['nice'],3,Nice 👍🏻,1,1
3540,3540,['nice'],3,Nice,1,1
3553,3553,"['quite', 'well', 'nice']",3,Quite well nice,1,2
3556,3556,['nice'],3,Nice,1,1
3562,3562,['nice'],3,Very Nice,1,1
3566,3566,"['nice', 'product', 'low', 'budget']",3,Nice product in low budget,1,1
3575,3575,"['nice', 'picture', 'quality', 'value', 'money']",4,"Nice picture quality, value for money",1,3
3580,3580,"['picture', 'quality', 'nice', 'sound', 'nice', 'without', 'soundbox', 'also', 'sound', 'hard', 'nice', 'television']",4,Picture quality is so nice sound is so nice . without soundboxes also sound is hard. So nice television,1,3
3585,3585,"['nice', 'product']",4,Very nice product...,1,1
3589,3589,"['nice', 'one']",4,Nice one,1,1
3593,3593,"['nice', 'tv', 'range']",4,Nice TV with in range.,1,1
3594,3594,"['nice', 'tv']",4,Nice TV for 28k,1,1
3634,3634,"['nice', 'tv']",3,Nice tv,1,1
3643,3643,"['tv', 'nice']",4,👌👌👌10/9% Tv Nice 👍👍👍,1,1
3664,3664,['nice'],4,Nice,1,1
3670,3670,"['nice', 'product']",4,Nice product,1,1
3683,3683,"['nice', 'product', 'money', 'pay']",4,Nice product for the money paid,1,1
3686,3686,"['nice', 'product']",4,Nice product,1,1
4019,4019,['nice'],3,Nice,1,1
4025,4025,"['nice', 'wheel', 'provide']",3,This is nice but wheels not providing,1,2
4376,4376,"['nice', 'product']",4,Nice product,1,1
4379,4379,"['nice', 'product']",4,Nice product,1,1
4380,4380,"['till', 'nice']",4,Till now nice,1,1
4381,4381,['nice'],4,Nice to have👍🏻,1,1
4382,4382,['nice'],4,Nice,1,1
4396,4396,"['nice', 'product']",4,Very nice product👌👌,1,1
4407,4407,"['nice', 'product']",4,Nice Product,1,1
4433,4433,['nice'],4,Nice 👍,1,1
4476,4476,['nice'],4,nice,1,1
4486,4486,"['nice', 'durable', 'product']",4,Nice and durable product,1,1
4509,4509,['nice'],4,Nice,1,1
4511,4511,['nice'],4,Very nice,1,1
4513,4513,"['nice', 'product']",4,Nice product,1,1
4522,4522,"['nice', 'product', 'installation', 'lg', 'service', 'engineer', 'good', 'time']",4,Nice product. Installation by LG service engineer is good and on time.,1,1
4526,4526,['nice'],4,Nice 😊👍,1,1
4527,4527,"['nice', 'good']",4,Nice good,1,1
4551,4551,"['nice', 'product']",3,Very nice products,1,1
4554,4554,['nice'],3,Nice,1,1
4555,4555,['nice'],3,Nice,1,1
4557,4557,['nice'],4,Very nice 👍,1,1
4572,4572,"['nice', 'product']",4,Nice product,1,1
4574,4574,"['nice', 'superb', 'product']",4,Nice Superb Product.,1,1
4584,4584,['nice'],4,Nice 👌,1,1
4589,4589,"['nice', 'product']",4,Nice product,1,1
4593,4593,['nice'],4,Very nice 👌,1,1
4594,4594,['nice'],4,Nice,1,1
4600,4600,"['nice', 'product', 'within', 'budget']",4,Nice product within the budget,1,1
4602,4602,"['nice', 'product']",4,Nice product,1,1
4617,4617,"['nice', 'product', 'lg', 'kg']",5,Very nice product lg 8kg,1,1
4619,4619,"['nice', 'protect', 'lg']",5,Very nice protect in LG..,1,1
4622,4622,"['nice', 'product', 'thanks', 'flipcart']",5,Very nice product thanks flipcart,1,1
4627,4627,"['good', 'product', 'lg', 'nice', 'design']",5,Good product lg nice design,1,1
4749,4749,"['nice', 'look']",3,Nice looking 👌👌👍👍,1,3
4751,4751,['nice'],3,Nice,1,1
4767,4767,['nice'],4,Nice,1,1
4768,4768,"['nice', 'product']",4,Nice product,1,1
4770,4770,"['nice', 'product']",4,Nice products,1,1
4785,4785,"['nice', 'product']",4,Nice product 😊👍,1,1
4788,4788,"['nice', 'product']",4,Nice product,1,1
4790,4790,"['nice', 'one']",4,Nice one,1,1
4797,4797,['nice'],4,Very nice 👌,1,1
4803,4803,['nice'],4,Nice,1,1
4832,4832,"['excellent', 'product', 'nice', 'delivery']",5,"Excellent product, nice delivery.",1,1
5479,5479,['nice'],3,NICE,1,1
5730,5730,"['refrigerator', 'nice', 'user', 'product', 'two', 'month', 'total', 'review', 'good', 'nice', 'buy']",3,"The refrigerator is nice
I user this product two months
here is my total review
good nice you can buy this",1,1
5756,5756,['nice'],3,Nice,1,1
5916,5916,"['nice', 'product']",3,Nice product,1,1
6233,6233,"['nice', 'product']",1,Very nice product,1,1
6249,6249,['nice'],3,Nice,1,1
6310,6310,"['nice', 'good', 'product']",1,Nice good product,1,1
6313,6313,"['nice', 'company', 'product', 'thanks', 'amazon']",1,Nice company products thanks Amazon,1,1
7451,7451,"['nice', 'ok']",3,Nice ok,1,3
7584,7584,['nice'],3,Nice,1,1
7630,7630,['nice'],1,V nice,1,1
7751,7751,"['nice', 'ok']",3,Nice ok,1,3
7898,7898,"['nice', 'first', 'day', 'day', 'go', 'make', 'lot', 'noise', 'vibration', 'nice']",3,"It was nice for first few days but as days going
it is making a lot of noise and vibration other than that it is nice.",1,3
7982,7982,['nice'],3,Very nice,1,1
7996,7996,['nice'],3,Nice 👍,1,1
8046,8046,"['sleek', 'nice']",3,Sleek and nice,1,1
8059,8059,"['nice', 'product', 'wheel', 'give', 'use']",3,Nice product. but wheel given are of no use,1,2
8100,8100,['nice'],3,Nice,1,1
